"Lugar de residencia";"Población";"Confirmados PDIA";"Confirmados PDIA 14 días";"Tasa PDIA 14 días";"Confirmados PDIA 7 días";"Total Confirmados";"Curados";"Fallecidos";"Fecha"
"Abla";"1248";"43";"2";"160.25641025641025";"0";"43";"24";"1";"18/02/2021"
"Abrucena";"1183";"48";"7";"591.71597633136093";"4";"48";"36";"1";"18/02/2021"
"Alboloduy";"609";"4";"0";"0";"0";"4";"3";"0";"18/02/2021"
"Alcudia de Monteagud";"138";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Alhabia";"677";"14";"0";"0";"0";"15";"11";"0";"18/02/2021"
"Alhama de Almería";"3691";"263";"21";"568.95150365754535";"6";"265";"138";"5";"18/02/2021"
"Alicún";"201";"4";"1";"497.5124378109453";"0";"4";"0";"0";"18/02/2021"
"Almería (capital)";"201322";"13378";"1212";"602.02064354615993";"315";"13534";"7488";"148";"18/02/2021"
"Almócita";"176";"5";"0";"0";"0";"5";"0";"1";"18/02/2021"
"Alsodux";"125";"1";"0";"0";"0";"1";"1";"0";"18/02/2021"
"Beires";"120";"5";"0";"0";"0";"5";"4";"0";"18/02/2021"
"Benahadux";"4481";"316";"18";"401.69604998884176";"4";"317";"140";"3";"18/02/2021"
"Benitagla";"58";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Benizalón";"262";"2";"1";"381.67938931297709";"0";"2";"1";"0";"18/02/2021"
"Bentarique";"240";"11";"0";"0";"0";"11";"6";"0";"18/02/2021"
"Canjáyar";"1189";"27";"3";"252.31286795626576";"2";"27";"11";"1";"18/02/2021"
"Carboneras";"8105";"697";"48";"592.22702035780378";"11";"699";"213";"7";"18/02/2021"
"Castro de Filabres";"120";"1";"0";"0";"0";"1";"1";"0";"18/02/2021"
"Fiñana";"1984";"222";"7";"352.82258064516128";"1";"222";"95";"3";"18/02/2021"
"Gádor";"3034";"197";"9";"296.6381015161503";"1";"198";"128";"0";"18/02/2021"
"Gérgal";"1080";"32";"4";"370.37037037037038";"3";"32";"22";"4";"18/02/2021"
"Huécija";"486";"16";"1";"205.76131687242798";"0";"16";"12";"0";"18/02/2021"
"Huércal de Almería";"17917";"1042";"129";"719.98660490037389";"42";"1049";"525";"10";"18/02/2021"
"Íllar";"405";"59";"0";"0";"0";"61";"45";"11";"18/02/2021"
"Instinción";"448";"14";"0";"0";"0";"14";"6";"0";"18/02/2021"
"Lubrín";"1449";"38";"0";"0";"0";"38";"33";"1";"18/02/2021"
"Lucainena de las Torres";"564";"5";"0";"0";"0";"5";"1";"0";"18/02/2021"
"Nacimiento";"496";"5";"1";"201.61290322580646";"0";"5";"3";"0";"18/02/2021"
"Níjar";"31666";"2144";"141";"445.27253205330641";"31";"2148";"1213";"28";"18/02/2021"
"Ohanes";"558";"8";"2";"358.42293906810033";"1";"8";"6";"0";"18/02/2021"
"Olula de Castro";"191";"1";"0";"0";"0";"1";"1";"0";"18/02/2021"
"Padules";"414";"20";"0";"0";"0";"20";"14";"0";"18/02/2021"
"Pechina";"4103";"220";"13";"316.84133560809164";"3";"223";"97";"6";"18/02/2021"
"Rágol";"303";"16";"0";"0";"0";"17";"12";"2";"18/02/2021"
"Rioja";"1453";"57";"5";"344.11562284927737";"1";"57";"24";"0";"18/02/2021"
"Santa Cruz de Marchena";"199";"6";"0";"0";"0";"6";"2";"0";"18/02/2021"
"Santa Fe de Mondújar";"461";"14";"1";"216.91973969631238";"0";"14";"10";"0";"18/02/2021"
"Senés";"289";"9";"7";"2422.1453287197232";"1";"9";"0";"0";"18/02/2021"
"Sorbas";"2436";"98";"4";"164.20361247947454";"1";"98";"36";"1";"18/02/2021"
"Tabernas";"3717";"182";"17";"457.35808447672855";"4";"182";"57";"1";"18/02/2021"
"Tahal";"336";"7";"1";"297.61904761904759";"0";"7";"5";"0";"18/02/2021"
"Terque";"365";"35";"0";"0";"0";"35";"31";"4";"18/02/2021"
"Tres Villas (Las)";"565";"8";"0";"0";"0";"8";"6";"1";"18/02/2021"
"Turrillas";"248";"3";"2";"806.45161290322585";"0";"3";"0";"1";"18/02/2021"
"Uleila del Campo";"822";"11";"0";"0";"0";"11";"6";"0";"18/02/2021"
"Velefique";"230";"1";"0";"0";"0";"1";"0";"0";"18/02/2021"
"Viator";"5978";"380";"51";"853.1281365005018";"19";"380";"166";"6";"18/02/2021"
"Albanchez";"687";"10";"0";"0";"0";"11";"9";"0";"18/02/2021"
"Albox";"12083";"1043";"39";"322.76752462136886";"6";"1043";"857";"17";"18/02/2021"
"Alcóntar";"514";"10";"0";"0";"0";"10";"9";"0";"18/02/2021"
"Antas";"3315";"416";"44";"1327.3001508295627";"10";"416";"318";"7";"18/02/2021"
"Arboleas";"4624";"195";"4";"86.505190311418687";"0";"195";"168";"5";"18/02/2021"
"Armuña de Almanzora";"300";"24";"7";"2333.3333333333335";"0";"24";"16";"1";"18/02/2021"
"Bacares";"250";"61";"2";"800";"0";"61";"37";"8";"18/02/2021"
"Bayarque";"216";"2";"0";"0";"0";"2";"2";"0";"18/02/2021"
"Bédar";"984";"28";"5";"508.130081300813";"2";"28";"19";"0";"18/02/2021"
"Cantoria";"3365";"71";"0";"0";"0";"71";"62";"2";"18/02/2021"
"Chercos";"298";"1";"0";"0";"0";"1";"0";"0";"18/02/2021"
"Chirivel";"1489";"166";"2";"134.31833445265278";"0";"168";"144";"8";"18/02/2021"
"Cóbdar";"178";"14";"0";"0";"0";"14";"12";"0";"18/02/2021"
"Cuevas del Almanzora";"14455";"1001";"79";"546.52369422345214";"31";"1006";"765";"15";"18/02/2021"
"Fines";"2104";"106";"4";"190.11406844106463";"1";"107";"68";"2";"18/02/2021"
"Gallardos (Los)";"2902";"239";"28";"964.85182632667124";"17";"239";"189";"4";"18/02/2021"
"Garrucha";"9520";"586";"82";"861.34453781512605";"27";"588";"397";"5";"18/02/2021"
"Huércal-Overa";"19432";"1160";"90";"463.15356113627007";"31";"1170";"993";"11";"18/02/2021"
"Laroya";"198";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Líjar";"394";"11";"0";"0";"0";"11";"10";"1";"18/02/2021"
"Lúcar";"760";"56";"18";"2368.4210526315787";"4";"57";"38";"0";"18/02/2021"
"Macael";"5480";"264";"17";"310.21897810218979";"9";"267";"203";"7";"18/02/2021"
"María";"1230";"103";"0";"0";"0";"103";"102";"0";"18/02/2021"
"Mojácar";"6778";"529";"36";"531.13012688108586";"3";"530";"314";"14";"18/02/2021"
"Olula del Río";"6256";"367";"35";"559.46291560102304";"8";"376";"235";"2";"18/02/2021"
"Oria";"2239";"108";"5";"223.31397945511389";"0";"109";"78";"3";"18/02/2021"
"Partaloa";"1035";"37";"7";"676.32850241545896";"1";"37";"25";"1";"18/02/2021"
"Pulpí";"10358";"642";"36";"347.55744352191545";"20";"644";"528";"6";"18/02/2021"
"Purchena";"1664";"59";"12";"721.15384615384619";"3";"61";"36";"3";"18/02/2021"
"Serón";"2033";"67";"7";"344.31874077717657";"2";"68";"49";"1";"18/02/2021"
"Sierro";"379";"10";"1";"263.85224274406335";"0";"11";"10";"0";"18/02/2021"
"Somontín";"443";"12";"2";"451.46726862302484";"0";"12";"10";"0";"18/02/2021"
"Suflí";"196";"1";"0";"0";"0";"1";"1";"0";"18/02/2021"
"Taberno";"974";"35";"1";"102.6694045174538";"1";"35";"31";"3";"18/02/2021"
"Tíjola";"3548";"201";"45";"1268.3201803833144";"10";"203";"95";"0";"18/02/2021"
"Turre";"3781";"259";"31";"819.88891827558848";"7";"259";"175";"3";"18/02/2021"
"Urrácal";"350";"20";"5";"1428.5714285714287";"2";"20";"9";"0";"18/02/2021"
"Vélez-Blanco";"1874";"120";"2";"106.72358591248666";"1";"120";"89";"4";"18/02/2021"
"Vélez-Rubio";"6546";"598";"36";"549.95417048579282";"23";"599";"479";"20";"18/02/2021"
"Vera";"16996";"1388";"183";"1076.7239350435398";"89";"1391";"1071";"19";"18/02/2021"
"Zurgena";"2956";"131";"13";"439.78349120433018";"8";"131";"116";"1";"18/02/2021"
"Adra";"25412";"1849";"164";"645.3643947741225";"65";"1860";"1338";"27";"18/02/2021"
"Alcolea";"844";"12";"2";"236.96682464454977";"0";"13";"8";"0";"18/02/2021"
"Balanegra";"3105";"188";"30";"966.18357487922708";"12";"188";"108";"0";"18/02/2021"
"Bayárcal";"312";"17";"4";"1282.051282051282";"0";"17";"5";"0";"18/02/2021"
"Berja";"12563";"413";"21";"167.15752606861417";"7";"414";"325";"10";"18/02/2021"
"Dalías";"4066";"106";"4";"98.376783079193316";"0";"106";"80";"6";"18/02/2021"
"Ejido (El)";"83758";"4679";"397";"473.98457460779866";"162";"4709";"3682";"49";"18/02/2021"
"Enix";"514";"5";"1";"194.55252918287937";"1";"5";"2";"1";"18/02/2021"
"Felix";"636";"19";"2";"314.46540880503147";"2";"19";"13";"0";"18/02/2021"
"Fondón";"994";"7";"1";"100.6036217303823";"1";"7";"5";"0";"18/02/2021"
"Láujar de Andarax";"1527";"77";"8";"523.90307793058287";"2";"77";"50";"1";"18/02/2021"
"Mojonera (La)";"9191";"480";"44";"478.72919160047871";"24";"482";"407";"4";"18/02/2021"
"Paterna del Río";"365";"1";"1";"273.97260273972603";"1";"1";"0";"0";"18/02/2021"
"Roquetas de Mar";"98433";"4252";"287";"291.56888441884325";"88";"4294";"3319";"57";"18/02/2021"
"Vícar";"26899";"1270";"93";"345.73775976802114";"27";"1275";"1019";"26";"18/02/2021"
"Municipio de Almería sin especificar";"0";"19";"0";NA;"0";"19";"16";"1";"18/02/2021"
"Algeciras";"123078";"7296";"677";"550.05768699523878";"215";"7349";"4076";"181";"18/02/2021"
"Barrios (Los)";"23777";"1308";"66";"277.57917315052362";"20";"1319";"603";"66";"18/02/2021"
"Tarifa";"18183";"860";"33";"181.48820326678765";"8";"866";"519";"27";"18/02/2021"
"Castellar de la Frontera";"3057";"251";"19";"621.52437029767748";"4";"251";"109";"1";"18/02/2021"
"Jimena de la Frontera";"6707";"333";"25";"372.74489339496051";"4";"336";"113";"3";"18/02/2021"
"San Martín del Tesorillo";"2801";"131";"5";"178.50767583006069";"1";"131";"73";"1";"18/02/2021"
"Línea de la Concepción (La)";"63630";"5078";"157";"246.73895961024675";"53";"5093";"2923";"82";"18/02/2021"
"San Roque";"31571";"2069";"83";"262.89949637325395";"27";"2076";"1058";"41";"18/02/2021"
"Alcalá de los Gazules";"5226";"205";"24";"459.24225028702642";"2";"205";"74";"2";"18/02/2021"
"Barbate";"22556";"1086";"162";"718.21244901578291";"71";"1087";"661";"14";"18/02/2021"
"Benalup-Casas Viejas";"6986";"256";"55";"787.28886344116802";"22";"260";"51";"5";"18/02/2021"
"Cádiz (capital)";"115439";"5541";"646";"559.60290716309044";"160";"5600";"2670";"65";"18/02/2021"
"Chiclana de la Frontera";"85150";"3811";"629";"738.69641808573101";"160";"3831";"1798";"56";"18/02/2021"
"Conil de la Frontera";"22775";"973";"118";"518.11196487376515";"23";"973";"446";"7";"18/02/2021"
"Medina Sidonia";"11773";"412";"91";"772.95506667799202";"20";"414";"129";"1";"18/02/2021"
"Paterna de Rivera";"5453";"238";"23";"421.78617274894555";"10";"238";"177";"6";"18/02/2021"
"Puerto de Santa María (El)";"88703";"3240";"423";"476.87225911186772";"149";"3263";"2010";"37";"18/02/2021"
"Puerto Real";"41700";"1747";"169";"405.2757793764988";"48";"1756";"746";"20";"18/02/2021"
"San Fernando";"95001";"5357";"546";"574.73079230744941";"149";"5404";"2364";"87";"18/02/2021"
"Vejer de la Frontera";"12622";"584";"67";"530.81920456346063";"19";"585";"245";"8";"18/02/2021"
"Chipiona";"19246";"698";"38";"197.44362464927778";"14";"703";"369";"7";"18/02/2021"
"Jerez de la Frontera";"213105";"13121";"935";"438.75085051969688";"225";"13172";"8046";"240";"18/02/2021"
"Rota";"29282";"1044";"159";"542.99569701523114";"41";"1048";"350";"9";"18/02/2021"
"San José del Valle";"4433";"255";"8";"180.46469659372886";"2";"256";"146";"4";"18/02/2021"
"Sanlúcar de Barrameda";"69205";"3809";"344";"497.07391084459215";"99";"3813";"2187";"25";"18/02/2021"
"Trebujena";"7016";"450";"13";"185.29076396807298";"1";"458";"313";"6";"18/02/2021"
"Alcalá del Valle";"5043";"423";"36";"713.86079714455684";"10";"432";"323";"19";"18/02/2021"
"Algar";"1428";"95";"4";"280.1120448179272";"0";"95";"55";"1";"18/02/2021"
"Algodonales";"5506";"193";"15";"272.43007628042136";"2";"193";"92";"5";"18/02/2021"
"Arcos de la Frontera";"30818";"1994";"109";"353.6894022973587";"13";"2002";"1261";"36";"18/02/2021"
"Benaocaz";"673";"31";"5";"742.94205052005941";"0";"31";"11";"0";"18/02/2021"
"Bornos";"7654";"317";"51";"666.31826495949826";"15";"320";"159";"4";"18/02/2021"
"Bosque (El)";"2137";"37";"2";"93.589143659335519";"1";"37";"25";"1";"18/02/2021"
"Espera";"3869";"212";"17";"439.39002326182475";"3";"212";"101";"2";"18/02/2021"
"Gastor (El)";"1729";"112";"15";"867.55349913244652";"2";"112";"57";"2";"18/02/2021"
"Grazalema";"2013";"151";"23";"1142.5732737208148";"10";"151";"96";"2";"18/02/2021"
"Olvera";"8062";"480";"97";"1203.1753907219052";"20";"481";"220";"5";"18/02/2021"
"Prado del Rey";"5590";"274";"19";"339.89266547406083";"11";"274";"133";"2";"18/02/2021"
"Puerto Serrano";"6942";"291";"96";"1382.8867761452032";"30";"293";"109";"2";"18/02/2021"
"Setenil de las Bodegas";"2741";"187";"10";"364.83035388544329";"4";"188";"76";"8";"18/02/2021"
"Torre Alháquime";"796";"24";"1";"125.62814070351759";"0";"24";"11";"0";"18/02/2021"
"Ubrique";"16605";"546";"40";"240.8912978018669";"12";"564";"426";"12";"18/02/2021"
"Villaluenga del Rosario";"455";"17";"0";"0";"0";"18";"16";"0";"18/02/2021"
"Villamartín";"12134";"885";"54";"445.0304928300643";"16";"892";"561";"11";"18/02/2021"
"Zahara";"1379";"28";"1";"72.516316171138513";"0";"28";"20";"1";"18/02/2021"
"Municipio de Cádiz sin especificar";"0";"1662";"27";NA;"9";"1668";"1377";"30";"18/02/2021"
"Córdoba (capital)";"326039";"17674";"896";"274.81374927539343";"257";"17952";"11811";"304";"18/02/2021"
"Aguilar de la Frontera";"13382";"853";"23";"171.87266477357645";"10";"858";"710";"19";"18/02/2021"
"Almedinilla";"2370";"99";"0";"0";"0";"99";"72";"6";"18/02/2021"
"Baena";"19045";"1006";"67";"351.79837227618799";"36";"1016";"752";"33";"18/02/2021"
"Benamejí";"4963";"526";"4";"80.596413459601052";"0";"529";"341";"8";"18/02/2021"
"Cabra";"20347";"1077";"81";"398.09308497567207";"25";"1083";"674";"17";"18/02/2021"
"Carcabuey";"2371";"58";"4";"168.70518768452129";"1";"59";"37";"1";"18/02/2021"
"Castro del Río";"7767";"327";"14";"180.24977468778164";"3";"329";"178";"8";"18/02/2021"
"Doña Mencía";"4615";"185";"1";"21.668472372697725";"0";"185";"139";"0";"18/02/2021"
"Encinas Reales";"2254";"110";"2";"88.731144631765744";"1";"110";"76";"1";"18/02/2021"
"Espejo";"3289";"142";"26";"790.51383399209487";"8";"142";"85";"2";"18/02/2021"
"Fernán-Núñez";"9651";"583";"10";"103.61620557455186";"1";"586";"365";"6";"18/02/2021"
"Fuente-Tójar";"666";"40";"9";"1351.3513513513512";"2";"42";"28";"1";"18/02/2021"
"Guijarrosa (La)";"1379";"50";"7";"507.61421319796955";"0";"51";"19";"1";"18/02/2021"
"Iznájar";"4134";"168";"4";"96.758587324625054";"2";"170";"89";"7";"18/02/2021"
"Lucena";"42733";"3018";"105";"245.71174502141201";"30";"3040";"2248";"32";"18/02/2021"
"Luque";"2976";"245";"20";"672.04301075268813";"6";"246";"175";"3";"18/02/2021"
"Montalbán de Córdoba";"4467";"307";"3";"67.159167226326389";"0";"308";"251";"3";"18/02/2021"
"Montemayor";"3856";"202";"5";"129.66804979253112";"0";"205";"111";"2";"18/02/2021"
"Montilla";"22739";"1148";"105";"461.76173094683145";"36";"1150";"685";"22";"18/02/2021"
"Monturque";"1943";"43";"3";"154.40041173443129";"0";"43";"29";"0";"18/02/2021"
"Moriles";"3701";"326";"7";"189.13807079167793";"2";"327";"186";"6";"18/02/2021"
"Nueva Carteya";"5341";"303";"1";"18.72308556450103";"1";"304";"185";"2";"18/02/2021"
"Palenciana";"1465";"76";"1";"68.25938566552901";"0";"76";"64";"1";"18/02/2021"
"Priego de Córdoba";"22367";"1102";"72";"321.9028032369115";"34";"1115";"810";"31";"18/02/2021"
"Puente Genil";"29943";"1257";"48";"160.30457869952912";"27";"1284";"941";"39";"18/02/2021"
"Rambla (La)";"7529";"466";"7";"92.973834506574576";"1";"469";"235";"2";"18/02/2021"
"Rute";"9898";"878";"17";"171.75186906445748";"6";"884";"473";"29";"18/02/2021"
"Santaella";"4614";"124";"14";"303.42436064152577";"0";"127";"43";"2";"18/02/2021"
"Zuheros";"635";"42";"6";"944.88188976377955";"0";"42";"23";"0";"18/02/2021"
"Adamuz";"4137";"183";"7";"169.20473773265653";"3";"184";"146";"3";"18/02/2021"
"Almodóvar del Río";"7932";"449";"16";"201.71457387796269";"9";"453";"291";"5";"18/02/2021"
"Bujalance";"7320";"317";"17";"232.24043715846994";"1";"319";"213";"4";"18/02/2021"
"Cañete de las Torres";"2923";"101";"2";"68.422853232979818";"0";"101";"77";"3";"18/02/2021"
"Carlota (La)";"14079";"460";"27";"191.77498401875133";"7";"468";"236";"9";"18/02/2021"
"Carpio (El)";"4363";"344";"8";"183.36007334402933";"0";"348";"192";"11";"18/02/2021"
"Fuente Carreteros";"1148";"29";"0";"0";"0";"29";"26";"1";"18/02/2021"
"Fuente Palmera";"9766";"194";"16";"163.83370878558264";"1";"196";"142";"2";"18/02/2021"
"Guadalcázar";"1559";"46";"0";"0";"0";"49";"37";"1";"18/02/2021"
"Hornachuelos";"4480";"126";"7";"156.25";"3";"126";"71";"2";"18/02/2021"
"Montoro";"9293";"426";"13";"139.89023996556548";"3";"426";"350";"23";"18/02/2021"
"Obejo";"2008";"46";"0";"0";"0";"47";"21";"2";"18/02/2021"
"Palma del Río";"20928";"1130";"36";"172.0183486238532";"11";"1134";"733";"24";"18/02/2021"
"Pedro Abad";"2815";"110";"3";"106.57193605683837";"1";"111";"77";"0";"18/02/2021"
"Peñaflor";"3639";"132";"5";"137.40038472107722";"3";"132";"98";"1";"18/02/2021"
"Posadas";"7318";"211";"8";"109.31948619841486";"2";"215";"145";"4";"18/02/2021"
"San Sebastián de los Ballesteros";"804";"44";"1";"124.37810945273633";"0";"44";"11";"0";"18/02/2021"
"Valenzuela";"1118";"41";"1";"89.445438282647586";"0";"42";"41";"0";"18/02/2021"
"Victoria (La)";"2289";"57";"3";"131.06159895150722";"2";"57";"31";"0";"18/02/2021"
"Villa del Río";"7067";"478";"9";"127.35248337342578";"3";"486";"419";"6";"18/02/2021"
"Villafranca de Córdoba";"4860";"168";"17";"349.79423868312756";"4";"170";"101";"2";"18/02/2021"
"Villaharta";"621";"13";"1";"161.03059581320451";"0";"13";"6";"1";"18/02/2021"
"Villaviciosa de Córdoba";"3200";"103";"2";"62.5";"1";"103";"75";"4";"18/02/2021"
"Alcaracejos";"1470";"72";"0";"0";"0";"72";"37";"5";"18/02/2021"
"Añora";"1530";"187";"1";"65.359477124183002";"0";"187";"174";"0";"18/02/2021"
"Belalcázar";"3235";"250";"6";"185.47140649149924";"1";"250";"217";"11";"18/02/2021"
"Belmez";"2921";"169";"4";"136.93940431359124";"1";"171";"105";"10";"18/02/2021"
"Blázquez (Los)";"664";"33";"1";"150.60240963855421";"0";"33";"16";"0";"18/02/2021"
"Cardeña";"1471";"67";"2";"135.96193065941537";"0";"68";"64";"1";"18/02/2021"
"Conquista";"366";"13";"6";"1639.344262295082";"1";"13";"4";"0";"18/02/2021"
"Dos Torres";"2394";"149";"2";"83.542188805346697";"0";"150";"121";"2";"18/02/2021"
"Espiel";"2405";"74";"0";"0";"0";"74";"58";"1";"18/02/2021"
"Fuente la Lancha";"342";"10";"0";"0";"0";"10";"6";"0";"18/02/2021"
"Fuente Obejuna";"4501";"175";"8";"177.7382803821373";"3";"175";"86";"2";"18/02/2021"
"Granjuela (La)";"439";"47";"0";"0";"0";"47";"41";"1";"18/02/2021"
"Guijo (El)";"352";"15";"0";"0";"0";"15";"14";"0";"18/02/2021"
"Hinojosa del Duque";"6707";"461";"21";"313.10571045176681";"4";"464";"338";"12";"18/02/2021"
"Pedroche";"1482";"52";"11";"742.24021592442648";"5";"52";"19";"2";"18/02/2021"
"Peñarroya-Pueblonuevo";"10561";"813";"14";"132.56320424202252";"3";"813";"392";"21";"18/02/2021"
"Pozoblanco";"17204";"1063";"50";"290.63008602650547";"14";"1068";"775";"23";"18/02/2021"
"Santa Eufemia";"743";"82";"1";"134.58950201884252";"0";"82";"73";"4";"18/02/2021"
"Torrecampo";"1040";"67";"1";"96.15384615384616";"0";"68";"30";"5";"18/02/2021"
"Valsequillo";"348";"44";"3";"862.06896551724139";"2";"44";"39";"0";"18/02/2021"
"Villanueva de Córdoba";"8671";"430";"1";"11.532695190866106";"1";"432";"359";"11";"18/02/2021"
"Villanueva del Duque";"1448";"45";"3";"207.18232044198896";"0";"46";"17";"1";"18/02/2021"
