"Fecha diagnóstico";"Territorio";"Confirmados PDIA";"Total confirmados";"Hospitalizados";"UCI";"Fallecidos"
"21/01/2021";"Córdoba";"670";"670";"41";"4";"12"
"21/01/2021";"Granada";"797";"797";"52";"5";"14"
"21/01/2021";"Huelva";"557";"558";"40";"2";"9"
"21/01/2021";"Jaén";"481";"481";"45";"8";"10"
"21/01/2021";"Málaga";"1716";"1716";"104";"9";"31"
"21/01/2021";"Sevilla";"1411";"1412";"100";"9";"28"
"20/01/2021";"Andalucía";"7663";"7667";"516";"43";"147"
"20/01/2021";"Almería";"762";"762";"52";"5";"13"
"20/01/2021";"Cádiz";"1324";"1325";"98";"7";"34"
"20/01/2021";"Córdoba";"620";"620";"48";"9";"15"
"20/01/2021";"Granada";"892";"892";"80";"7";"21"
"20/01/2021";"Huelva";"555";"555";"26";"1";"6"
"20/01/2021";"Jaén";"439";"439";"33";"1";"7"
"20/01/2021";"Málaga";"1640";"1641";"96";"6";"30"
"20/01/2021";"Sevilla";"1431";"1433";"83";"7";"21"
"19/01/2021";"Andalucía";"7602";"7609";"518";"58";"147"
"19/01/2021";"Almería";"760";"760";"48";"7";"8"
"19/01/2021";"Cádiz";"1281";"1282";"89";"16";"33"
"19/01/2021";"Córdoba";"667";"667";"42";"4";"11"
"19/01/2021";"Granada";"880";"880";"58";"8";"17"
"19/01/2021";"Huelva";"491";"491";"29";"3";"8"
"19/01/2021";"Jaén";"607";"607";"40";"4";"13"
"19/01/2021";"Málaga";"1685";"1690";"113";"14";"38"
"19/01/2021";"Sevilla";"1231";"1232";"99";"2";"19"
"18/01/2021";"Andalucía";"6390";"6397";"479";"47";"136"
"18/01/2021";"Almería";"606";"607";"55";"10";"14"
"18/01/2021";"Cádiz";"1020";"1021";"73";"6";"45"
"18/01/2021";"Córdoba";"644";"646";"57";"6";"18"
"18/01/2021";"Granada";"761";"761";"64";"7";"11"
"18/01/2021";"Huelva";"417";"417";"25";"1";"2"
"18/01/2021";"Jaén";"409";"411";"31";"6";"7"
"18/01/2021";"Málaga";"1340";"1341";"82";"4";"21"
"18/01/2021";"Sevilla";"1193";"1193";"92";"7";"18"
"17/01/2021";"Andalucía";"3250";"3254";"255";"30";"64"
"17/01/2021";"Almería";"498";"498";"22";"3";"6"
"17/01/2021";"Cádiz";"585";"586";"35";"2";"11"
"17/01/2021";"Córdoba";"397";"397";"30";"7";"4"
"17/01/2021";"Granada";"172";"172";"23";"5";"5"
"17/01/2021";"Huelva";"165";"165";"7";"0";"1"
"17/01/2021";"Jaén";"172";"172";"19";"2";"4"
"17/01/2021";"Málaga";"753";"753";"58";"7";"16"
"17/01/2021";"Sevilla";"508";"511";"61";"4";"17"
"16/01/2021";"Andalucía";"4311";"4316";"316";"38";"74"
"16/01/2021";"Almería";"593";"593";"31";"3";"7"
"16/01/2021";"Cádiz";"871";"874";"55";"6";"13"
"16/01/2021";"Córdoba";"365";"365";"32";"8";"4"
"16/01/2021";"Granada";"268";"268";"30";"4";"4"
"16/01/2021";"Huelva";"305";"305";"30";"1";"9"
"16/01/2021";"Jaén";"292";"292";"16";"3";"4"
"16/01/2021";"Málaga";"874";"874";"63";"6";"13"
"16/01/2021";"Sevilla";"743";"745";"59";"7";"20"
"15/01/2021";"Andalucía";"7704";"7712";"462";"59";"127"
"15/01/2021";"Almería";"728";"728";"38";"9";"13"
"15/01/2021";"Cádiz";"1312";"1316";"76";"8";"30"
"15/01/2021";"Córdoba";"639";"639";"48";"10";"18"
"15/01/2021";"Granada";"808";"808";"45";"6";"10"
"15/01/2021";"Huelva";"500";"502";"28";"2";"4"
"15/01/2021";"Jaén";"575";"576";"42";"3";"12"
"15/01/2021";"Málaga";"1693";"1694";"97";"10";"20"
"15/01/2021";"Sevilla";"1449";"1449";"88";"11";"20"
"14/01/2021";"Andalucía";"6728";"6733";"416";"49";"110"
"14/01/2021";"Almería";"699";"699";"33";"6";"10"
"14/01/2021";"Cádiz";"1171";"1172";"79";"8";"25"
"14/01/2021";"Córdoba";"573";"573";"43";"7";"14"
"14/01/2021";"Granada";"661";"661";"50";"7";"15"
"14/01/2021";"Huelva";"435";"435";"25";"3";"5"
"14/01/2021";"Jaén";"502";"502";"30";"0";"2"
"14/01/2021";"Málaga";"1498";"1498";"85";"10";"28"
"14/01/2021";"Sevilla";"1189";"1193";"71";"8";"11"
"13/01/2021";"Andalucía";"6510";"6514";"397";"53";"144"
"13/01/2021";"Almería";"672";"672";"37";"5";"11"
"13/01/2021";"Cádiz";"1167";"1167";"80";"8";"53"
"13/01/2021";"Córdoba";"589";"589";"34";"7";"13"
"13/01/2021";"Granada";"621";"621";"53";"10";"10"
"13/01/2021";"Huelva";"433";"434";"26";"2";"5"
"13/01/2021";"Jaén";"468";"469";"38";"2";"17"
"13/01/2021";"Málaga";"1441";"1441";"66";"6";"22"
"13/01/2021";"Sevilla";"1119";"1121";"63";"13";"13"
"12/01/2021";"Andalucía";"6323";"6323";"368";"36";"103"
"12/01/2021";"Almería";"681";"681";"44";"5";"13"
"12/01/2021";"Cádiz";"1091";"1091";"69";"4";"17"
"12/01/2021";"Córdoba";"480";"480";"23";"5";"5"
"12/01/2021";"Granada";"665";"665";"45";"10";"16"
"12/01/2021";"Huelva";"475";"475";"26";"1";"11"
"12/01/2021";"Jaén";"453";"453";"30";"0";"9"
"12/01/2021";"Málaga";"1442";"1442";"80";"5";"18"
"12/01/2021";"Sevilla";"1036";"1036";"51";"6";"14"
"11/01/2021";"Andalucía";"5071";"5075";"335";"43";"105"
"11/01/2021";"Almería";"403";"403";"28";"5";"6"
"11/01/2021";"Cádiz";"924";"925";"61";"9";"25"
"11/01/2021";"Córdoba";"416";"416";"20";"1";"3"
"11/01/2021";"Granada";"591";"591";"43";"7";"9"
"11/01/2021";"Huelva";"344";"344";"24";"0";"5"
"11/01/2021";"Jaén";"377";"377";"26";"4";"8"
"11/01/2021";"Málaga";"1225";"1228";"78";"10";"35"
"11/01/2021";"Sevilla";"791";"791";"55";"7";"14"
"10/01/2021";"Andalucía";"2124";"2125";"171";"28";"43"
"10/01/2021";"Almería";"293";"293";"19";"4";"4"
"10/01/2021";"Cádiz";"385";"385";"20";"5";"10"
"10/01/2021";"Córdoba";"237";"237";"19";"2";"2"
"10/01/2021";"Granada";"162";"162";"23";"4";"6"
"10/01/2021";"Huelva";"81";"81";"2";"0";"2"
"10/01/2021";"Jaén";"181";"181";"15";"1";"0"
"10/01/2021";"Málaga";"479";"480";"47";"8";"12"
"10/01/2021";"Sevilla";"306";"306";"26";"4";"7"
"09/01/2021";"Andalucía";"3316";"3317";"216";"39";"59"
"09/01/2021";"Almería";"474";"474";"23";"7";"6"
"09/01/2021";"Cádiz";"627";"628";"33";"1";"12"
"09/01/2021";"Córdoba";"275";"275";"19";"6";"4"
"09/01/2021";"Granada";"190";"190";"22";"5";"5"
"09/01/2021";"Huelva";"176";"176";"16";"3";"3"
"09/01/2021";"Jaén";"208";"208";"15";"2";"4"
"09/01/2021";"Málaga";"720";"720";"52";"9";"18"
"09/01/2021";"Sevilla";"646";"646";"36";"6";"7"
"08/01/2021";"Andalucía";"4479";"4485";"267";"21";"73"
"08/01/2021";"Almería";"447";"448";"26";"3";"5"
"08/01/2021";"Cádiz";"805";"805";"50";"3";"38"
"08/01/2021";"Córdoba";"432";"432";"26";"2";"5"
"08/01/2021";"Granada";"522";"522";"41";"6";"7"
"08/01/2021";"Huelva";"277";"277";"14";"1";"2"
"08/01/2021";"Jaén";"374";"375";"21";"0";"1"
"08/01/2021";"Málaga";"1007";"1009";"48";"2";"5"
"08/01/2021";"Sevilla";"615";"617";"41";"4";"10"
"07/01/2021";"Andalucía";"3251";"3253";"207";"21";"50"
"07/01/2021";"Almería";"275";"276";"16";"5";"3"
"07/01/2021";"Cádiz";"538";"538";"32";"1";"14"
"07/01/2021";"Córdoba";"243";"243";"15";"3";"2"
"07/01/2021";"Granada";"380";"380";"30";"2";"8"
"07/01/2021";"Huelva";"181";"181";"6";"0";"1"
"07/01/2021";"Jaén";"233";"233";"16";"3";"3"
"07/01/2021";"Málaga";"780";"781";"43";"4";"11"
"07/01/2021";"Sevilla";"621";"621";"49";"3";"8"
"06/01/2021";"Andalucía";"1911";"1915";"168";"25";"57"
"06/01/2021";"Almería";"301";"301";"21";"6";"7"
"06/01/2021";"Cádiz";"283";"284";"24";"3";"15"
"06/01/2021";"Córdoba";"193";"193";"14";"3";"0"
"06/01/2021";"Granada";"181";"181";"25";"6";"3"
"06/01/2021";"Huelva";"58";"58";"6";"1";"2"
"06/01/2021";"Jaén";"181";"181";"18";"2";"2"
"06/01/2021";"Málaga";"487";"490";"42";"4";"24"
"06/01/2021";"Sevilla";"227";"227";"18";"0";"4"
"05/01/2021";"Andalucía";"3406";"3410";"189";"29";"40"
"05/01/2021";"Almería";"348";"348";"12";"4";"7"
"05/01/2021";"Cádiz";"614";"614";"33";"5";"11"
"05/01/2021";"Córdoba";"279";"279";"20";"4";"5"
"05/01/2021";"Granada";"377";"378";"27";"1";"5"
"05/01/2021";"Huelva";"133";"136";"7";"2";"3"
"05/01/2021";"Jaén";"352";"352";"20";"4";"4"
"05/01/2021";"Málaga";"835";"835";"45";"5";"3"
"05/01/2021";"Sevilla";"468";"468";"25";"4";"2"
"04/01/2021";"Andalucía";"2457";"2460";"170";"24";"44"
"04/01/2021";"Almería";"228";"228";"16";"3";"5"
"04/01/2021";"Cádiz";"443";"443";"30";"3";"8"
"04/01/2021";"Córdoba";"220";"220";"20";"5";"3"
"04/01/2021";"Granada";"303";"303";"26";"3";"8"
"04/01/2021";"Huelva";"96";"97";"3";"0";"1"
"04/01/2021";"Jaén";"167";"168";"13";"2";"2"
"04/01/2021";"Málaga";"555";"555";"37";"2";"13"
"04/01/2021";"Sevilla";"445";"446";"25";"6";"4"
"03/01/2021";"Andalucía";"1107";"1108";"91";"11";"18"
"03/01/2021";"Almería";"131";"132";"10";"1";"1"
"03/01/2021";"Cádiz";"326";"326";"14";"3";"4"
"03/01/2021";"Córdoba";"99";"99";"14";"1";"2"
"03/01/2021";"Granada";"87";"87";"10";"4";"2"
"03/01/2021";"Huelva";"34";"34";"2";"0";"0"
"03/01/2021";"Jaén";"113";"113";"13";"0";"2"
"03/01/2021";"Málaga";"197";"197";"19";"1";"5"
"03/01/2021";"Sevilla";"120";"120";"9";"1";"2"
"02/01/2021";"Andalucía";"1106";"1107";"88";"12";"17"
"02/01/2021";"Almería";"71";"72";"8";"1";"1"
"02/01/2021";"Cádiz";"272";"272";"14";"2";"6"
"02/01/2021";"Córdoba";"93";"93";"9";"1";"0"
"02/01/2021";"Granada";"80";"80";"9";"2";"3"
"02/01/2021";"Huelva";"25";"25";"2";"0";"0"
"02/01/2021";"Jaén";"130";"130";"2";"0";"0"
"02/01/2021";"Málaga";"245";"245";"25";"5";"4"
"02/01/2021";"Sevilla";"190";"190";"19";"1";"3"
"01/01/2021";"Andalucía";"814";"815";"71";"21";"19"
"01/01/2021";"Almería";"107";"107";"9";"5";"2"
"01/01/2021";"Cádiz";"128";"128";"4";"0";"1"
"01/01/2021";"Córdoba";"87";"88";"4";"1";"1"
"01/01/2021";"Granada";"74";"74";"10";"3";"5"
"01/01/2021";"Huelva";"70";"70";"5";"3";"1"
"01/01/2021";"Jaén";"55";"55";"8";"0";"1"
"01/01/2021";"Málaga";"201";"201";"19";"5";"6"
"01/01/2021";"Sevilla";"92";"92";"12";"4";"2"
"31/12/2020";"Andalucía";"1768";"1769";"96";"16";"24"
"31/12/2020";"Almería";"207";"207";"8";"3";"3"
"31/12/2020";"Cádiz";"332";"332";"16";"4";"4"
"31/12/2020";"Córdoba";"187";"187";"12";"2";"4"
"31/12/2020";"Granada";"119";"119";"9";"1";"4"
"31/12/2020";"Huelva";"130";"130";"5";"2";"0"
"31/12/2020";"Jaén";"146";"146";"6";"1";"1"
"31/12/2020";"Málaga";"348";"349";"22";"0";"6"
"31/12/2020";"Sevilla";"299";"299";"18";"3";"2"
"30/12/2020";"Andalucía";"1984";"1984";"130";"14";"37"
"30/12/2020";"Almería";"188";"188";"13";"3";"4"
"30/12/2020";"Cádiz";"419";"419";"21";"2";"9"
"30/12/2020";"Córdoba";"134";"134";"7";"0";"1"
"30/12/2020";"Granada";"236";"236";"31";"2";"11"
"30/12/2020";"Huelva";"81";"81";"4";"1";"1"
"30/12/2020";"Jaén";"166";"166";"10";"1";"2"
"30/12/2020";"Málaga";"449";"449";"17";"0";"1"
"30/12/2020";"Sevilla";"311";"311";"27";"5";"8"
"29/12/2020";"Andalucía";"1789";"1789";"113";"12";"21"
"29/12/2020";"Almería";"130";"130";"3";"1";"0"
"29/12/2020";"Cádiz";"381";"381";"17";"2";"2"
"29/12/2020";"Córdoba";"132";"132";"12";"1";"1"
"29/12/2020";"Granada";"175";"175";"23";"3";"5"
"29/12/2020";"Huelva";"91";"91";"8";"0";"2"
"29/12/2020";"Jaén";"190";"190";"17";"2";"2"
"29/12/2020";"Málaga";"416";"416";"20";"1";"4"
"29/12/2020";"Sevilla";"274";"274";"13";"2";"5"
"28/12/2020";"Andalucía";"1267";"1268";"97";"13";"24"
"28/12/2020";"Almería";"115";"115";"7";"1";"3"
"28/12/2020";"Cádiz";"292";"292";"22";"3";"5"
"28/12/2020";"Córdoba";"101";"101";"12";"0";"3"
"28/12/2020";"Granada";"129";"130";"13";"4";"3"
"28/12/2020";"Huelva";"74";"74";"6";"3";"1"
"28/12/2020";"Jaén";"107";"107";"8";"0";"2"
"28/12/2020";"Málaga";"285";"285";"18";"2";"6"
"28/12/2020";"Sevilla";"164";"164";"11";"0";"1"
"27/12/2020";"Andalucía";"548";"548";"47";"6";"13"
"27/12/2020";"Almería";"65";"65";"5";"0";"2"
"27/12/2020";"Cádiz";"133";"133";"6";"0";"1"
"27/12/2020";"Córdoba";"34";"34";"6";"0";"2"
"27/12/2020";"Granada";"53";"53";"12";"2";"2"
"27/12/2020";"Huelva";"24";"24";"0";"0";"0"
"27/12/2020";"Jaén";"82";"82";"8";"1";"2"
"27/12/2020";"Málaga";"77";"77";"7";"2";"2"
"27/12/2020";"Sevilla";"80";"80";"3";"1";"2"
"26/12/2020";"Andalucía";"578";"578";"46";"1";"6"
"26/12/2020";"Almería";"59";"59";"7";"1";"1"
"26/12/2020";"Cádiz";"138";"138";"11";"0";"0"
"26/12/2020";"Córdoba";"44";"44";"4";"0";"1"
"26/12/2020";"Granada";"56";"56";"2";"0";"1"
"26/12/2020";"Huelva";"14";"14";"2";"0";"0"
"26/12/2020";"Jaén";"60";"60";"5";"0";"1"
"26/12/2020";"Málaga";"100";"100";"8";"0";"0"
"26/12/2020";"Sevilla";"107";"107";"7";"0";"2"
"25/12/2020";"Andalucía";"435";"435";"39";"7";"11"
"25/12/2020";"Almería";"76";"76";"5";"1";"1"
"25/12/2020";"Cádiz";"59";"59";"5";"0";"1"
"25/12/2020";"Córdoba";"47";"47";"6";"0";"2"
"25/12/2020";"Granada";"23";"23";"4";"1";"1"
"25/12/2020";"Huelva";"27";"27";"1";"0";"0"
"25/12/2020";"Jaén";"62";"62";"4";"1";"2"
"25/12/2020";"Málaga";"87";"87";"5";"0";"1"
"25/12/2020";"Sevilla";"54";"54";"9";"4";"3"
"24/12/2020";"Andalucía";"939";"940";"61";"6";"15"
"24/12/2020";"Almería";"87";"87";"6";"0";"1"
"24/12/2020";"Cádiz";"180";"180";"6";"1";"3"
"24/12/2020";"Córdoba";"87";"88";"10";"1";"1"
"24/12/2020";"Granada";"56";"56";"6";"1";"2"
"24/12/2020";"Huelva";"39";"39";"2";"0";"1"
"24/12/2020";"Jaén";"99";"99";"5";"1";"1"
"24/12/2020";"Málaga";"192";"192";"13";"1";"4"
"24/12/2020";"Sevilla";"199";"199";"13";"1";"2"
"23/12/2020";"Andalucía";"1314";"1314";"81";"5";"14"
"23/12/2020";"Almería";"122";"122";"10";"1";"2"
"23/12/2020";"Cádiz";"265";"265";"11";"0";"1"
"23/12/2020";"Córdoba";"98";"98";"8";"0";"3"
"23/12/2020";"Granada";"150";"150";"10";"1";"6"
"23/12/2020";"Huelva";"75";"75";"4";"0";"0"
"23/12/2020";"Jaén";"120";"120";"4";"0";"0"
"23/12/2020";"Málaga";"261";"261";"18";"0";"1"
"23/12/2020";"Sevilla";"223";"223";"16";"3";"1"
"22/12/2020";"Andalucía";"1155";"1158";"87";"7";"27"
"22/12/2020";"Almería";"113";"113";"8";"1";"5"
"22/12/2020";"Cádiz";"213";"213";"19";"2";"3"
"22/12/2020";"Córdoba";"104";"104";"6";"0";"0"
"22/12/2020";"Granada";"142";"143";"13";"1";"7"
"22/12/2020";"Huelva";"65";"65";"4";"1";"2"
"22/12/2020";"Jaén";"108";"108";"7";"0";"4"
"22/12/2020";"Málaga";"209";"210";"13";"0";"2"
"22/12/2020";"Sevilla";"201";"202";"17";"2";"4"
"21/12/2020";"Andalucía";"909";"911";"69";"13";"19"
"21/12/2020";"Almería";"114";"114";"9";"3";"2"
"21/12/2020";"Cádiz";"150";"150";"10";"1";"1"
"21/12/2020";"Córdoba";"109";"109";"9";"0";"4"
"21/12/2020";"Granada";"126";"127";"16";"5";"5"
"21/12/2020";"Huelva";"28";"28";"1";"0";"1"
"21/12/2020";"Jaén";"95";"95";"6";"0";"2"
"21/12/2020";"Málaga";"159";"159";"12";"3";"3"
"21/12/2020";"Sevilla";"128";"129";"6";"1";"1"
"20/12/2020";"Andalucía";"335";"335";"41";"2";"15"
"20/12/2020";"Almería";"45";"45";"2";"0";"0"
"20/12/2020";"Cádiz";"82";"82";"9";"1";"2"
"20/12/2020";"Córdoba";"37";"37";"5";"0";"3"
"20/12/2020";"Granada";"28";"28";"6";"0";"3"
"20/12/2020";"Huelva";"14";"14";"2";"0";"1"
"20/12/2020";"Jaén";"34";"34";"4";"0";"1"
"20/12/2020";"Málaga";"47";"47";"7";"1";"4"
"20/12/2020";"Sevilla";"48";"48";"6";"0";"1"
"19/12/2020";"Andalucía";"681";"681";"47";"5";"8"
"19/12/2020";"Almería";"99";"99";"3";"0";"0"
"19/12/2020";"Cádiz";"145";"145";"8";"0";"1"
"19/12/2020";"Córdoba";"53";"53";"5";"2";"0"
"19/12/2020";"Granada";"51";"51";"5";"0";"2"
"19/12/2020";"Huelva";"29";"29";"3";"0";"1"
"19/12/2020";"Jaén";"78";"78";"6";"1";"0"
"19/12/2020";"Málaga";"126";"126";"14";"2";"3"
"19/12/2020";"Sevilla";"100";"100";"3";"0";"1"
"18/12/2020";"Andalucía";"1179";"1180";"69";"8";"15"
"18/12/2020";"Almería";"153";"153";"10";"2";"5"
"18/12/2020";"Cádiz";"188";"188";"6";"1";"0"
"18/12/2020";"Córdoba";"82";"82";"5";"1";"0"
"18/12/2020";"Granada";"209";"210";"19";"1";"6"
"18/12/2020";"Huelva";"65";"65";"3";"1";"1"
"18/12/2020";"Jaén";"135";"135";"9";"0";"1"
"18/12/2020";"Málaga";"198";"198";"8";"0";"1"
"18/12/2020";"Sevilla";"149";"149";"9";"2";"1"
"17/12/2020";"Andalucía";"1108";"1108";"71";"7";"19"
"17/12/2020";"Almería";"138";"138";"3";"0";"0"
"17/12/2020";"Cádiz";"170";"170";"8";"2";"2"
"17/12/2020";"Córdoba";"106";"106";"6";"1";"7"
"17/12/2020";"Granada";"125";"125";"17";"2";"3"
"17/12/2020";"Huelva";"59";"59";"4";"0";"0"
"17/12/2020";"Jaén";"144";"144";"15";"1";"3"
"17/12/2020";"Málaga";"187";"187";"3";"0";"2"
"17/12/2020";"Sevilla";"179";"179";"15";"1";"2"
"16/12/2020";"Andalucía";"1176";"1176";"69";"8";"12"
"16/12/2020";"Almería";"109";"109";"6";"0";"0"
"16/12/2020";"Cádiz";"215";"215";"13";"2";"3"
"16/12/2020";"Córdoba";"79";"79";"2";"0";"0"
"16/12/2020";"Granada";"155";"155";"13";"2";"5"
"16/12/2020";"Huelva";"99";"99";"4";"0";"1"
"16/12/2020";"Jaén";"143";"143";"12";"2";"1"
"16/12/2020";"Málaga";"220";"220";"8";"0";"1"
"16/12/2020";"Sevilla";"156";"156";"11";"2";"1"
"15/12/2020";"Andalucía";"1339";"1340";"104";"12";"25"
"15/12/2020";"Almería";"162";"162";"17";"0";"3"
"15/12/2020";"Cádiz";"217";"217";"16";"4";"3"
"15/12/2020";"Córdoba";"94";"94";"6";"0";"2"
"15/12/2020";"Granada";"141";"141";"17";"4";"7"
"15/12/2020";"Huelva";"76";"76";"3";"0";"1"
"15/12/2020";"Jaén";"162";"162";"15";"1";"5"
"15/12/2020";"Málaga";"269";"269";"14";"2";"2"
"15/12/2020";"Sevilla";"218";"219";"16";"1";"2"
"14/12/2020";"Andalucía";"917";"921";"69";"6";"23"
"14/12/2020";"Almería";"47";"47";"4";"1";"0"
"14/12/2020";"Cádiz";"168";"168";"8";"0";"1"
"14/12/2020";"Córdoba";"119";"119";"8";"0";"13"
"14/12/2020";"Granada";"118";"119";"8";"1";"1"
"14/12/2020";"Huelva";"54";"55";"3";"0";"0"
"14/12/2020";"Jaén";"114";"114";"13";"2";"3"
"14/12/2020";"Málaga";"158";"159";"13";"1";"3"
"14/12/2020";"Sevilla";"139";"140";"12";"1";"2"
"13/12/2020";"Andalucía";"417";"417";"56";"8";"10"
"13/12/2020";"Almería";"62";"62";"9";"1";"1"
"13/12/2020";"Cádiz";"59";"59";"9";"2";"2"
"13/12/2020";"Córdoba";"28";"28";"1";"1";"0"
"13/12/2020";"Granada";"39";"39";"7";"2";"2"
"13/12/2020";"Huelva";"38";"38";"3";"0";"0"
"13/12/2020";"Jaén";"61";"61";"10";"2";"4"
"13/12/2020";"Málaga";"71";"71";"12";"0";"0"
"13/12/2020";"Sevilla";"59";"59";"5";"0";"1"
"12/12/2020";"Andalucía";"822";"826";"64";"7";"18"
"12/12/2020";"Almería";"127";"128";"10";"2";"4"
"12/12/2020";"Cádiz";"184";"184";"9";"0";"3"
"12/12/2020";"Córdoba";"84";"85";"9";"2";"5"
"12/12/2020";"Granada";"58";"58";"11";"1";"4"
"12/12/2020";"Huelva";"57";"57";"3";"1";"1"
"12/12/2020";"Jaén";"80";"81";"7";"0";"0"
"12/12/2020";"Málaga";"103";"104";"7";"0";"0"
"12/12/2020";"Sevilla";"129";"129";"8";"1";"1"
"11/12/2020";"Andalucía";"1350";"1352";"125";"12";"32"
"11/12/2020";"Almería";"123";"123";"9";"0";"3"
"11/12/2020";"Cádiz";"225";"225";"18";"2";"3"
"11/12/2020";"Córdoba";"171";"172";"17";"0";"9"
"11/12/2020";"Granada";"129";"129";"17";"1";"5"
"11/12/2020";"Huelva";"105";"105";"4";"0";"0"
"11/12/2020";"Jaén";"202";"202";"19";"3";"3"
"11/12/2020";"Málaga";"198";"198";"21";"1";"3"
"11/12/2020";"Sevilla";"197";"198";"20";"5";"6"
"10/12/2020";"Andalucía";"1298";"1299";"81";"7";"21"
"10/12/2020";"Almería";"153";"153";"8";"2";"0"
"10/12/2020";"Cádiz";"241";"241";"8";"0";"3"
"10/12/2020";"Córdoba";"94";"94";"3";"0";"1"
"10/12/2020";"Granada";"131";"131";"16";"2";"3"
"10/12/2020";"Huelva";"129";"129";"6";"0";"1"
"10/12/2020";"Jaén";"118";"118";"11";"2";"6"
"10/12/2020";"Málaga";"214";"214";"11";"0";"1"
"10/12/2020";"Sevilla";"218";"219";"18";"1";"6"
"09/12/2020";"Andalucía";"881";"881";"81";"8";"17"
"09/12/2020";"Almería";"75";"75";"16";"4";"3"
"09/12/2020";"Cádiz";"142";"142";"8";"0";"1"
"09/12/2020";"Córdoba";"75";"75";"3";"0";"1"
"09/12/2020";"Granada";"113";"113";"12";"1";"2"
"09/12/2020";"Huelva";"63";"63";"6";"0";"1"
"09/12/2020";"Jaén";"127";"127";"12";"1";"5"
"09/12/2020";"Málaga";"102";"102";"8";"0";"2"
"09/12/2020";"Sevilla";"184";"184";"16";"2";"2"
"08/12/2020";"Andalucía";"395";"399";"54";"4";"11"
"08/12/2020";"Almería";"42";"42";"2";"1";"0"
"08/12/2020";"Cádiz";"57";"58";"5";"0";"2"
"08/12/2020";"Córdoba";"61";"62";"8";"2";"2"
"08/12/2020";"Granada";"30";"30";"5";"0";"0"
"08/12/2020";"Huelva";"29";"29";"7";"0";"1"
"08/12/2020";"Jaén";"43";"44";"5";"0";"0"
"08/12/2020";"Málaga";"58";"58";"7";"1";"1"
"08/12/2020";"Sevilla";"75";"76";"15";"0";"5"
"07/12/2020";"Andalucía";"461";"461";"55";"5";"14"
"07/12/2020";"Almería";"51";"51";"2";"0";"0"
"07/12/2020";"Cádiz";"76";"76";"7";"0";"0"
"07/12/2020";"Córdoba";"58";"58";"5";"0";"2"
"07/12/2020";"Granada";"31";"31";"9";"3";"3"
"07/12/2020";"Huelva";"38";"38";"6";"0";"1"
"07/12/2020";"Jaén";"82";"82";"11";"2";"4"
"07/12/2020";"Málaga";"56";"56";"8";"0";"1"
"07/12/2020";"Sevilla";"69";"69";"7";"0";"3"
"06/12/2020";"Andalucía";"420";"420";"47";"8";"10"
"06/12/2020";"Almería";"62";"62";"2";"0";"1"
"06/12/2020";"Cádiz";"118";"118";"13";"3";"2"
"06/12/2020";"Córdoba";"45";"45";"4";"0";"0"
"06/12/2020";"Granada";"22";"22";"8";"2";"2"
"06/12/2020";"Huelva";"33";"33";"2";"0";"1"
"06/12/2020";"Jaén";"59";"59";"5";"1";"0"
"06/12/2020";"Málaga";"33";"33";"6";"1";"1"
"06/12/2020";"Sevilla";"48";"48";"7";"1";"3"
"05/12/2020";"Andalucía";"786";"786";"73";"7";"15"
"05/12/2020";"Almería";"142";"142";"16";"3";"4"
"05/12/2020";"Cádiz";"178";"178";"20";"1";"1"
"05/12/2020";"Córdoba";"75";"75";"12";"2";"3"
"05/12/2020";"Granada";"27";"27";"2";"0";"1"
"05/12/2020";"Huelva";"48";"48";"5";"0";"3"
"05/12/2020";"Jaén";"61";"61";"7";"1";"1"
"05/12/2020";"Málaga";"123";"123";"4";"0";"0"
"05/12/2020";"Sevilla";"132";"132";"7";"0";"2"
"04/12/2020";"Andalucía";"1234";"1236";"63";"11";"17"
"04/12/2020";"Almería";"75";"75";"6";"3";"4"
"04/12/2020";"Cádiz";"259";"260";"9";"4";"1"
"04/12/2020";"Córdoba";"127";"127";"5";"0";"3"
"04/12/2020";"Granada";"133";"133";"9";"0";"4"
"04/12/2020";"Huelva";"119";"120";"7";"0";"2"
"04/12/2020";"Jaén";"150";"150";"4";"0";"0"
"04/12/2020";"Málaga";"195";"195";"10";"1";"2"
"04/12/2020";"Sevilla";"176";"176";"13";"3";"1"
"03/12/2020";"Andalucía";"1187";"1189";"76";"3";"13"
"03/12/2020";"Almería";"122";"122";"6";"0";"1"
"03/12/2020";"Cádiz";"210";"210";"16";"3";"5"
"03/12/2020";"Córdoba";"135";"135";"2";"0";"0"
"03/12/2020";"Granada";"116";"116";"7";"0";"1"
"03/12/2020";"Huelva";"109";"109";"7";"0";"1"
"03/12/2020";"Jaén";"118";"119";"14";"0";"3"
"03/12/2020";"Málaga";"199";"199";"14";"0";"2"
"03/12/2020";"Sevilla";"178";"179";"10";"0";"0"
"02/12/2020";"Andalucía";"1332";"1335";"92";"7";"23"
"02/12/2020";"Almería";"117";"117";"6";"0";"2"
"02/12/2020";"Cádiz";"270";"270";"10";"1";"6"
"02/12/2020";"Córdoba";"105";"106";"7";"2";"2"
"02/12/2020";"Granada";"135";"136";"14";"0";"4"
"02/12/2020";"Huelva";"136";"136";"9";"0";"0"
"02/12/2020";"Jaén";"128";"129";"13";"1";"4"
"02/12/2020";"Málaga";"209";"209";"13";"1";"0"
"02/12/2020";"Sevilla";"232";"232";"20";"2";"5"
"01/12/2020";"Andalucía";"1435";"1436";"111";"14";"25"
