confirmados_pdia;total_confirmados;hospitalizados;uci;fallecidos;cod_cuando;cod_donde_provincia
266;266;16;6;3;248;2
246;246;26;1;4;248;3
238;238;47;2;16;248;4
112;112;9;0;2;248;5
415;415;42;1;15;248;6
187;187;24;2;10;248;7
512;512;72;11;21;248;8
210;210;14;1;2;249;1
388;388;26;7;9;249;2
352;353;19;2;5;249;3
648;648;54;8;15;249;4
148;148;9;1;2;249;5
359;359;33;7;7;249;6
265;266;21;1;6;249;7
763;765;46;4;12;249;8
287;287;10;1;4;250;1
448;448;25;5;9;250;2
455;456;40;2;7;250;3
1090;1091;66;12;19;250;4
301;302;17;0;6;250;5
513;513;32;4;9;250;6
508;508;36;5;11;250;7
1355;1355;94;8;25;250;8
216;216;12;2;1;251;1
465;466;22;0;7;251;2
494;495;37;3;13;251;3
1203;1203;77;3;25;251;4
252;254;6;1;0;251;5
500;500;53;4;20;251;6
508;508;47;11;12;251;7
1302;1303;88;12;28;251;8
273;273;12;2;4;252;1
365;365;12;2;3;252;2
590;593;36;2;6;252;3
1276;1277;81;9;22;252;4
262;263;9;1;2;252;5
523;524;52;2;14;252;6
464;464;28;3;9;252;7
1271;1273;91;8;20;252;8
231;231;13;2;5;253;1
372;372;26;7;7;253;2
487;487;26;2;11;253;3
1068;1068;69;8;17;253;4
264;264;20;1;2;253;5
467;467;22;1;3;253;6
416;417;42;7;12;253;7
1175;1177;100;10;25;253;8
150;150;6;2;1;254;1
224;226;18;1;2;254;2
355;356;26;5;5;254;3
918;919;65;6;27;254;4
132;133;8;0;1;254;5
385;387;31;2;8;254;6
377;378;19;2;0;254;7
1016;1020;88;13;23;254;8
121;121;8;2;1;255;1
211;211;10;3;4;255;2
149;149;23;1;4;255;3
254;254;47;4;6;255;4
58;58;1;0;0;255;5
298;298;33;1;7;255;6
122;123;13;1;4;255;7
456;456;49;6;9;255;8
117;117;8;0;3;256;1
343;343;22;3;7;256;2
367;367;38;2;4;256;3
858;858;50;6;15;256;4
143;143;4;1;2;256;5
318;318;36;1;6;256;6
249;249;15;0;1;256;7
769;770;59;4;19;256;8
232;235;15;1;4;257;1
289;290;13;0;5;257;2
475;475;32;3;9;257;3
1066;1066;42;5;13;257;4
217;218;7;0;2;257;5
604;604;36;6;20;257;6
470;470;27;4;9;257;7
1328;1329;85;5;22;257;8
261;261;19;1;3;258;1
304;304;10;2;3;258;2
500;500;43;1;17;258;3
1177;1177;85;8;19;258;4
245;245;9;0;3;258;5
439;439;40;2;11;258;6
392;394;14;0;4;258;7
1297;1299;85;10;21;258;8
215;215;3;0;0;259;1
347;347;27;3;14;259;2
515;516;32;0;10;259;3
1193;1193;52;7;17;259;4
185;185;11;0;5;259;5
473;473;41;4;11;259;6
416;416;23;2;5;259;7
1196;1196;76;11;23;259;8
152;152;11;3;3;260;1
239;239;20;2;7;260;2
466;466;44;2;18;260;3
1036;1036;49;2;9;260;4
118;118;7;0;0;260;5
349;349;21;2;3;260;6
338;338;27;0;5;260;7
1060;1060;56;4;10;260;8
93;93;4;0;0;261;1
166;166;12;2;9;261;2
302;303;36;3;9;261;3
813;813;44;5;12;261;4
88;88;3;0;0;261;5
240;241;18;2;8;261;6
218;219;29;0;4;261;7
768;768;61;8;13;261;8
87;87;7;3;2;262;1
113;113;13;0;4;262;2
117;117;7;0;2;262;3
188;188;29;1;16;262;4
81;81;6;0;1;262;5
152;153;17;1;7;262;6
134;134;17;0;5;262;7
407;407;41;7;8;262;8
191;191;11;1;1;263;1
244;244;20;1;14;263;2
277;277;21;1;1;263;3
606;606;27;4;11;263;4
66;66;6;0;1;263;5
293;293;22;2;4;263;6
182;182;14;3;4;263;7
667;669;48;6;8;263;8
100;100;4;0;0;264;1
216;216;15;1;6;264;2
320;320;24;4;1;264;3
876;876;43;3;10;264;4
115;115;6;0;0;264;5
405;405;30;2;4;264;6
335;336;23;3;4;264;7
876;877;49;5;8;264;8
114;115;8;1;1;265;1
240;240;28;0;9;265;2
262;262;14;2;3;265;3
940;940;28;3;17;265;4
111;112;6;0;1;265;5
385;385;21;2;6;265;6
300;300;14;0;3;265;7
1111;1114;76;6;17;265;8
98;100;4;1;3;266;1
213;222;25;0;7;266;2
313;313;14;0;2;266;3
720;720;29;2;3;266;4
68;68;2;0;0;266;5
373;374;30;6;5;266;6
332;332;28;4;8;266;7
810;816;61;4;17;266;8
42;43;8;0;4;267;1
86;87;6;1;3;267;2
263;263;22;2;3;267;3
430;431;21;1;5;267;4
55;55;1;0;0;267;5
197;197;12;1;1;267;6
169;169;14;1;3;267;7
555;556;51;3;11;267;8
37;37;6;0;2;268;1
62;62;4;0;2;268;2
132;132;9;0;3;268;3
197;197;17;4;3;268;4
32;32;5;1;1;268;5
157;157;20;3;6;268;6
92;92;14;1;3;268;7
313;313;34;1;7;268;8
45;47;9;1;3;269;1
72;72;10;1;1;269;2
149;149;12;3;1;269;3
162;162;23;1;7;269;4
19;19;2;0;0;269;5
122;123;12;0;3;269;6
135;135;15;3;6;269;7
395;395;31;1;5;269;8
82;83;12;1;2;270;1
139;139;7;2;3;270;2
262;262;15;2;2;270;3
436;436;23;0;8;270;4
79;79;10;0;0;270;5
202;204;14;1;6;270;6
189;189;16;2;5;270;7
492;493;42;3;8;270;8
64;64;9;0;3;271;1
190;190;9;0;7;271;2
304;304;21;1;5;271;3
593;593;15;2;2;271;4
37;37;2;0;1;271;5
282;282;11;0;2;271;6
307;309;19;1;4;271;7
835;837;41;2;4;271;8
115;115;5;0;0;272;1
143;144;11;1;1;272;2
253;253;18;2;5;272;3
516;516;19;1;5;272;4
77;77;6;0;2;272;5
254;255;13;0;1;272;6
273;273;20;1;5;272;7
780;780;35;2;5;272;8
115;116;6;0;1;273;1
190;190;11;3;5;273;2
227;228;17;2;4;273;3
520;520;21;3;10;273;4
43;43;1;0;0;273;5
283;283;18;2;4;273;6
213;213;21;2;8;273;7
453;453;26;1;4;273;8
56;56;1;0;1;274;1
117;118;5;2;2;274;2
198;198;19;3;4;274;3
537;537;25;1;9;274;4
61;61;2;0;1;274;5
232;234;16;1;1;274;6
179;180;11;2;2;274;7
554;557;43;3;8;274;8
46;46;6;0;1;275;1
72;72;6;0;1;275;2
126;127;9;1;2;275;3
251;251;17;2;4;275;4
33;33;3;0;0;275;5
148;148;10;0;15;275;6
107;108;13;2;4;275;7
463;463;36;4;6;275;8
82;83;4;1;0;276;1
57;57;4;0;1;276;2
101;101;11;2;2;276;3
129;129;15;3;3;276;4
20;20;5;0;3;276;5
110;111;12;1;9;276;6
126;126;19;2;1;276;7
341;341;21;0;5;276;8
49;49;0;0;0;277;1
126;126;6;1;1;277;2
114;114;9;0;1;277;3
307;307;10;3;4;277;4
10;10;1;0;0;277;5
191;192;13;2;4;277;6
166;166;5;0;2;277;7
289;289;27;1;3;277;8
97;97;2;0;0;278;1
157;157;9;4;2;278;2
191;191;16;2;2;278;3
315;315;9;0;2;278;4
66;67;9;0;5;278;5
169;170;15;3;6;278;6
172;172;4;0;1;278;7
595;598;40;5;15;278;8
98;101;3;1;0;279;1
133;133;8;0;2;279;2
170;170;11;1;3;279;3
370;370;19;3;4;279;4
51;51;4;1;2;279;5
206;207;9;0;2;279;6
199;201;6;0;1;279;7
453;453;24;3;5;279;8
105;106;3;1;1;280;1
116;116;4;0;0;280;2
93;93;3;0;0;280;3
329;329;15;2;1;280;4
45;45;3;0;3;280;5
111;111;13;0;2;280;6
217;217;17;0;6;280;7
428;433;28;2;7;280;8
71;71;6;2;2;281;1
133;133;12;2;5;281;2
112;112;13;1;1;281;3
240;240;11;1;1;281;4
35;35;2;0;1;281;5
143;144;6;2;5;281;6
115;115;6;1;2;281;7
386;386;33;2;3;281;8
41;41;1;0;0;282;1
55;55;2;0;0;282;2
96;96;10;1;0;282;3
149;149;3;0;1;282;4
39;39;1;0;0;282;5
86;86;7;0;1;282;6
99;99;6;1;1;282;7
222;222;23;2;5;282;8
71;71;6;1;1;283;1
56;56;5;1;4;283;2
147;147;11;1;2;283;3
65;65;5;0;1;283;4
23;23;2;1;0;283;5
89;89;5;0;0;283;6
108;108;8;0;2;283;7
145;145;24;0;5;283;8
115;115;4;0;0;284;1
153;153;7;1;2;284;2
160;160;6;0;1;284;3
202;202;15;1;4;284;4
56;56;1;0;0;284;5
134;135;7;1;0;284;6
227;228;32;1;9;284;7
278;279;32;2;4;284;8
70;70;5;0;1;285;1
136;136;12;1;2;285;2
229;229;16;3;5;285;3
193;194;10;1;2;285;4
40;40;3;0;0;285;5
181;181;15;2;1;285;6
196;196;11;1;3;285;7
386;387;26;2;4;285;8
94;94;5;0;0;286;1
166;166;9;0;0;286;2
251;251;17;1;6;286;3
203;203;4;0;3;286;4
34;34;4;0;0;286;5
102;102;3;0;2;286;6
201;201;15;0;1;286;7
457;457;49;2;11;286;8
92;92;6;0;1;287;1
137;137;8;1;2;287;2
124;124;12;0;3;287;3
198;198;14;1;2;287;4
38;38;2;0;0;287;5
96;96;8;0;1;287;6
269;270;13;3;4;287;7
360;360;36;3;4;287;8
86;86;6;0;2;288;1
121;121;8;2;2;288;2
185;185;19;3;6;288;3
196;196;9;1;4;288;4
42;42;4;0;0;288;5
109;109;11;1;2;288;6
231;231;15;1;3;288;7
332;332;32;1;5;288;8
33;33;2;0;0;289;1
70;70;6;0;0;289;2
42;42;11;1;2;289;3
107;107;6;0;2;289;4
10;10;0;0;0;289;5
108;108;11;0;1;289;6
256;256;14;0;7;289;7
271;271;41;4;9;289;8
75;76;4;1;1;290;1
98;98;6;1;1;290;2
72;72;10;1;4;290;3
42;42;4;1;1;290;4
5;5;0;0;0;290;5
68;68;4;1;1;290;6
193;194;14;0;2;290;7
211;211;26;3;5;290;8
81;81;4;2;0;291;1
163;163;8;1;2;291;2
103;103;12;1;4;291;3
122;123;9;0;5;291;4
37;37;1;0;0;291;5
118;118;11;0;2;291;6
210;210;17;2;3;291;7
315;315;30;3;8;291;8
102;102;1;0;0;292;1
242;242;5;0;1;292;2
263;263;29;3;14;292;3
160;161;17;1;6;292;4
34;34;0;0;0;292;5
143;143;12;1;2;292;6
202;203;14;1;5;292;7
474;475;25;3;7;292;8
125;125;5;1;0;293;1
193;194;12;1;2;293;2
150;150;14;1;2;293;3
125;125;13;0;4;293;4
23;23;0;0;0;293;5
110;110;6;0;0;293;6
331;332;11;1;2;293;7
299;299;16;0;0;293;8
129;129;6;0;0;294;1
225;225;15;0;2;294;2
141;141;18;2;2;294;3
117;117;9;1;4;294;4
23;23;2;0;0;294;5
86;86;11;2;1;294;6
288;288;18;1;6;294;7
494;495;26;4;8;294;8
104;104;6;0;2;295;1
112;113;6;0;1;295;2
151;151;16;2;6;295;3
101;102;8;0;0;295;4
40;40;6;0;2;295;5
84;84;11;2;3;295;6
238;239;13;3;2;295;7
267;267;22;1;2;295;8
39;39;4;0;2;296;1
77;77;7;1;2;296;2
106;106;14;1;5;296;3
80;80;6;0;0;296;4
18;18;3;1;2;296;5
34;34;3;2;2;296;6
165;166;10;1;1;296;7
288;288;40;3;6;296;8
96;96;6;2;1;297;1
111;111;7;0;0;297;2
71;72;10;3;3;297;3
61;61;5;0;2;297;4
20;20;1;0;0;297;5
75;75;4;0;1;297;6
201;201;14;0;2;297;7
144;144;19;0;1;297;8
74;74;5;2;1;298;1
168;168;6;0;0;298;2
114;114;7;2;0;298;3
72;73;3;1;1;298;4
44;44;0;0;0;298;5
64;64;5;0;2;298;6
228;228;21;2;0;298;7
211;211;33;5;8;298;8
79;79;6;1;0;299;1
248;249;15;4;4;299;2
190;191;11;3;1;299;3
157;157;8;0;1;299;4
24;24;0;0;0;299;5
94;94;5;0;1;299;6
348;348;28;1;12;299;7
406;406;46;1;9;299;8
163;163;6;3;2;300;1
159;161;8;3;2;300;2
150;150;11;0;1;300;3
156;156;7;1;2;300;4
24;24;2;0;0;300;5
47;47;5;0;1;300;6
242;243;23;2;2;300;7
280;280;28;2;9;300;8
151;151;9;0;1;301;1
176;176;6;2;2;301;2
194;194;6;0;1;301;3
170;172;10;1;2;301;4
16;16;0;0;0;301;5
103;103;11;0;0;301;6
291;291;28;5;3;301;7
277;277;20;3;3;301;8
115;115;2;0;0;302;1
153;153;8;1;4;302;2
77;78;2;0;1;302;3
154;154;3;1;1;302;4
33;33;1;0;1;302;5
69;69;6;0;2;302;6
197;197;15;1;6;302;7
196;196;24;3;6;302;8
108;108;9;1;2;303;1
63;63;7;0;0;303;2
47;47;8;0;2;303;3
97;97;9;0;0;303;4
11;11;1;0;0;303;5
19;19;0;0;0;303;6
279;279;25;2;3;303;7
129;129;26;2;7;303;8
124;124;10;0;1;304;1
187;189;21;0;9;304;2
26;26;6;1;2;304;3
52;52;2;1;2;304;4
9;9;0;0;0;304;5
37;39;3;0;0;304;6
274;275;24;4;8;304;7
99;99;10;1;2;304;8
118;118;4;2;2;305;1
143;143;11;1;1;305;2
108;108;9;1;1;305;3
105;105;9;0;3;305;4
35;35;1;0;0;305;5
52;52;1;0;0;305;6
254;256;31;4;6;305;7
238;238;21;2;4;305;8
156;156;4;1;3;306;1
229;229;11;0;3;306;2
140;140;13;2;4;306;3
202;202;14;1;5;306;4
21;21;1;1;0;306;5
71;71;4;0;1;306;6
408;412;36;3;8;306;7
253;253;20;2;3;306;8
131;132;4;1;0;307;1
177;177;8;1;5;307;2
83;84;7;0;1;307;3
159;159;8;4;2;307;4
6;6;1;0;0;307;5
82;82;6;2;3;307;6
227;228;16;1;3;307;7
212;213;35;3;6;307;8
171;172;11;1;0;308;1
181;181;15;1;6;308;2
109;109;8;2;1;308;3
152;153;8;3;1;308;4
15;15;1;0;1;308;5
70;70;3;1;1;308;6
277;278;19;2;2;308;7
167;167;18;1;3;308;8
113;113;7;0;0;309;1
161;161;9;0;1;309;2
87;87;9;0;2;309;3
170;170;10;0;2;309;4
16;16;0;0;0;309;5
61;61;3;0;0;309;6
283;283;17;4;5;309;7
123;123;18;2;0;309;8
141;141;11;1;1;310;1
95;95;13;1;4;310;2
124;124;15;2;2;310;3
73;73;6;1;2;310;4
4;4;0;0;0;310;5
36;36;2;0;0;310;6
297;297;24;3;2;310;7
148;148;20;3;3;310;8
113;114;12;1;1;311;1
77;77;6;3;1;311;2
64;64;7;1;2;311;3
74;74;9;0;2;311;4
16;17;0;0;0;311;5
46;46;2;0;0;311;6
307;308;18;1;2;311;7
99;99;9;1;2;311;8
201;202;10;1;3;312;1
143;144;10;1;2;312;2
121;121;7;2;2;312;3
54;54;4;1;2;312;4
19;19;0;0;0;312;5
53;53;8;2;2;312;6
227;228;17;2;3;312;7
103;103;8;0;1;312;8
76;76;5;0;1;313;1
148;148;8;2;4;313;2
128;129;4;0;0;313;3
91;91;7;1;0;313;4
14;14;0;0;0;313;5
81;81;4;1;1;313;6
409;410;21;2;2;313;7
155;155;8;1;2;313;8
208;208;17;2;5;314;1
141;141;4;1;0;314;2
87;87;11;1;0;314;3
131;131;5;0;2;314;4
22;22;0;0;0;314;5
64;64;4;1;1;314;6
264;266;23;3;4;314;7
169;169;7;0;0;314;8
159;159;11;1;1;315;1
115;115;4;0;0;315;2
99;99;2;1;2;315;3
114;114;3;1;0;315;4
6;6;0;0;0;315;5
49;49;4;0;0;315;6
359;359;28;2;4;315;7
146;146;9;0;0;315;8
121;121;14;1;0;316;1
105;105;6;1;3;316;2
71;71;5;0;1;316;3
97;97;7;0;1;316;4
16;16;0;0;0;316;5
47;47;1;0;0;316;6
287;287;21;3;2;316;7
108;109;10;0;3;316;8
102;102;11;3;3;317;1
77;77;1;0;0;317;2
43;43;1;0;1;317;3
59;59;5;0;0;317;4
2;2;0;0;0;317;5
41;41;2;0;0;317;6
191;191;15;0;2;317;7
102;102;7;2;1;317;8
156;156;14;3;4;318;1
87;87;7;1;2;318;2
101;102;6;2;1;318;3
45;45;1;0;0;318;4
6;6;0;0;0;318;5
26;26;2;0;0;318;6
224;224;12;1;2;318;7
65;65;8;0;1;318;8
153;153;8;0;0;319;1
52;52;1;0;0;319;2
93;93;3;1;0;319;3
72;72;6;2;1;319;4
10;10;0;0;0;319;5
22;22;2;1;1;319;6
227;227;13;2;3;319;7
100;100;4;0;0;319;8
144;145;11;0;1;320;1
97;97;1;0;1;320;2
73;73;4;1;1;320;3
85;85;4;1;2;320;4
7;7;1;1;0;320;5
26;26;1;0;0;320;6
280;280;12;0;1;320;7
67;67;2;1;0;320;8
98;98;8;1;2;321;1
111;111;8;1;1;321;2
62;62;5;2;2;321;3
80;80;1;0;0;321;4
19;19;0;0;0;321;5
45;45;1;0;0;321;6
240;240;11;0;0;321;7
104;104;5;1;1;321;8
135;135;9;1;1;322;1
90;90;3;3;2;322;2
94;94;8;1;0;322;3
80;80;6;0;1;322;4
5;5;0;0;0;322;5
16;16;3;0;0;322;6
206;207;12;1;1;322;7
117;117;6;1;0;322;8
118;118;10;1;3;323;1
91;93;9;0;0;323;2
52;52;2;0;2;323;3
67;67;8;0;1;323;4
14;14;0;0;0;323;5
21;21;0;0;0;323;6
226;226;7;1;2;323;7
66;66;2;0;0;323;8
129;129;12;1;0;324;1
52;52;3;0;0;324;2
47;47;3;0;0;324;3
40;40;3;0;0;324;4
3;3;0;0;0;324;5
17;17;1;0;1;324;6
202;202;12;1;2;324;7
50;50;3;1;0;324;8
65;65;5;0;0;325;1
59;59;2;1;1;325;2
53;53;4;0;0;325;3
29;29;4;0;1;325;4
1;1;0;0;0;325;5
21;21;1;0;0;325;6
138;138;8;2;1;325;7
34;34;2;0;1;325;8
151;151;8;1;0;326;1
89;89;2;0;0;326;2
63;63;2;0;0;326;3
52;52;6;0;2;326;4
3;3;1;0;0;326;5
20;20;0;0;0;326;6
136;136;7;0;1;326;7
75;75;10;3;1;326;8
158;158;12;3;2;327;1
78;78;2;0;0;327;2
66;66;0;0;0;327;3
48;48;4;1;0;327;4
7;7;1;0;0;327;5
13;13;0;0;0;327;6
216;216;7;1;0;327;7
105;105;4;0;0;327;8
163;164;14;2;8;328;1
54;55;4;0;0;328;2
29;29;1;0;0;328;3
46;46;5;1;1;328;4
9;9;2;0;0;328;5
29;29;3;0;0;328;6
207;207;10;2;1;328;7
62;62;2;0;0;328;8
143;143;10;1;0;329;1
55;56;3;0;0;329;2
19;19;1;0;0;329;3
47;47;1;0;0;329;4
17;17;1;0;0;329;5
28;28;3;0;0;329;6
201;201;8;0;1;329;7
54;54;3;1;0;329;8
113;114;9;1;0;330;1
56;56;1;1;0;330;2
28;28;1;0;0;330;3
34;34;0;0;0;330;4
6;6;1;0;0;330;5
5;5;0;0;0;330;6
168;168;5;1;1;330;7
54;54;2;0;0;330;8
69;69;7;0;0;331;1
29;30;2;1;0;331;2
30;30;5;1;0;331;3
16;16;0;0;0;331;4
1;1;0;0;0;331;5
12;12;1;0;0;331;6
82;82;3;0;0;331;7
24;24;0;0;0;331;8
51;51;6;0;0;332;1
34;34;1;1;1;332;2
45;45;1;0;0;332;3
28;28;2;0;0;332;4
3;3;0;0;0;332;6
74;74;10;0;0;332;7
23;24;4;3;1;332;8
119;119;4;2;2;333;1
32;32;4;1;1;333;2
7;7;1;0;0;333;3
14;14;2;0;0;333;4
10;10;0;0;0;333;5
24;24;2;0;0;333;6
93;93;2;0;0;333;7
47;47;0;0;0;333;8
114;114;4;1;0;334;1
28;28;2;0;0;334;2
23;23;0;0;0;334;3
35;35;1;0;0;334;4
3;3;0;0;0;334;5
32;32;1;0;0;334;6
96;96;3;0;0;334;7
32;32;0;0;0;334;8
97;97;7;2;1;335;1
28;28;1;0;0;335;2
30;30;2;1;0;335;3
21;21;1;0;1;335;4
7;7;0;0;0;335;5
21;21;2;0;0;335;6
93;93;4;0;0;335;7
27;27;0;0;0;335;8
97;97;11;1;1;336;1
16;16;2;0;0;336;2
14;14;0;0;0;336;3
21;21;2;0;1;336;4
3;3;1;0;0;336;5
31;31;4;0;0;336;6
113;113;3;1;0;336;7
33;33;1;0;0;336;8
77;77;8;1;1;337;1
10;10;3;0;0;337;2
6;6;0;0;0;337;3
14;14;1;0;0;337;4
4;4;0;0;0;337;5
4;4;2;0;0;337;6
74;75;4;1;0;337;7
48;48;4;1;0;337;8
91;91;10;1;0;338;1
10;10;0;0;0;338;2
17;17;0;0;0;338;3
10;10;1;0;0;338;4
1;1;0;0;0;338;5
3;3;0;0;0;338;6
32;32;2;1;0;338;7
29;29;3;0;0;338;8
94;94;8;3;0;339;1
9;9;1;0;1;339;2
6;6;0;0;0;339;3
8;8;0;0;0;339;4
1;1;0;0;0;339;5
1;1;0;0;0;339;6
26;26;0;0;0;339;7
17;17;1;0;0;339;8
34;34;6;1;1;340;1
26;26;4;0;1;340;2
21;21;1;0;0;340;3
18;18;2;1;0;340;4
3;3;0;0;0;340;5
5;5;0;0;0;340;6
56;56;4;0;1;340;7
29;29;1;0;0;340;8
67;67;4;1;2;341;1
31;31;0;0;0;341;2
29;29;0;0;0;341;3
12;12;0;0;0;341;4
9;9;0;0;0;341;5
11;11;0;0;0;341;6
65;65;2;0;1;341;7
22;22;0;0;0;341;8
85;85;5;0;0;342;1
12;13;0;0;0;342;2
37;37;0;0;0;342;3
21;21;3;0;0;342;4
7;7;1;1;1;342;5
25;25;1;0;0;342;7
16;16;0;0;0;342;8
35;35;5;0;0;343;1
8;8;0;0;0;343;2
15;15;0;0;0;343;3
6;6;0;0;0;343;4
2;2;1;0;0;343;5
4;4;0;0;0;343;6
50;50;2;1;0;343;7
31;31;0;0;0;343;8
23;23;3;1;1;344;1
3;3;1;0;0;344;2
9;9;3;1;0;344;3
9;9;0;0;0;344;4
5;5;1;0;1;344;5
1;1;0;0;0;344;6
37;37;1;0;0;344;7
21;21;2;0;0;344;8
35;35;2;1;0;345;1
3;3;0;0;0;345;2
4;4;0;0;0;345;3
5;5;0;0;0;345;4
1;2;1;1;1;345;6
24;24;4;0;0;345;7
16;16;1;0;0;345;8
21;21;1;0;0;346;1
5;5;0;0;0;346;2
6;6;0;0;0;346;3
12;12;0;0;0;346;4
1;1;0;0;0;346;5
1;1;0;0;0;346;6
10;10;0;0;0;346;7
6;6;0;0;0;346;8
37;37;1;0;0;347;1
4;4;2;0;0;347;2
5;5;1;1;0;347;3
7;8;1;0;0;347;4
3;3;0;0;0;347;5
1;1;0;0;0;347;6
27;27;1;0;0;347;7
17;17;0;0;0;347;8
38;38;4;0;0;348;1
4;4;0;0;0;348;2
5;5;0;0;0;348;3
13;13;1;0;0;348;4
4;4;0;0;0;348;5
3;3;1;0;0;348;6
24;25;1;0;0;348;7
42;42;0;0;0;348;8
43;43;3;1;0;349;1
1;1;0;0;0;349;2
6;6;1;0;0;349;3
14;14;1;0;0;349;4
1;1;0;0;0;349;5
6;6;1;0;0;349;6
29;29;1;0;0;349;7
9;9;0;0;0;349;8
23;23;3;0;0;350;1
2;3;1;0;0;350;2
9;10;1;0;0;350;3
22;23;0;0;0;350;4
2;2;0;0;0;350;5
0;1;1;1;1;350;6
13;13;1;0;0;350;7
10;10;0;0;0;350;8
15;15;2;0;1;351;1
3;3;0;0;0;351;2
6;6;1;0;1;351;3
7;7;1;0;0;351;4
1;1;0;0;0;351;5
1;1;0;0;0;351;6
16;16;1;0;0;351;7
7;7;1;1;0;351;8
55;55;2;1;0;352;1
4;4;2;0;0;352;2
6;6;1;0;0;352;3
12;12;1;0;0;352;4
13;13;2;0;0;352;7
8;8;0;0;0;352;8
58;58;0;0;0;353;1
1;1;0;0;0;353;2
17;17;0;0;0;353;3
6;6;0;0;0;353;4
7;7;1;0;0;353;7
38;38;4;0;0;354;1
2;2;0;0;0;354;2
33;33;0;0;0;354;3
10;10;1;0;0;354;4
1;1;0;0;0;354;6
17;17;3;0;0;354;7
2;2;1;0;0;354;8
12;12;3;0;0;355;1
0;1;0;0;0;355;2
39;39;0;0;0;355;3
25;26;0;0;0;355;4
1;1;0;0;0;355;5
1;1;0;0;0;355;6
25;25;1;0;0;355;7
11;11;0;0;1;355;8
26;26;0;0;0;356;1
8;8;0;0;0;356;3
30;30;1;0;0;356;4
2;2;0;0;0;356;6
8;8;0;0;0;356;7
4;4;0;0;0;356;8
17;17;0;0;0;357;1
10;10;0;0;0;357;4
1;1;0;0;0;357;5
0;1;1;0;1;357;6
8;8;0;0;0;357;7
10;10;1;0;0;357;8
51;51;0;0;0;358;1
2;2;0;0;0;358;2
17;17;3;0;1;358;4
6;6;1;0;0;358;6
7;7;1;0;0;358;7
2;2;1;0;0;358;8
14;14;3;1;0;359;1
3;3;0;0;0;359;2
7;7;0;0;0;359;4
2;2;0;0;0;359;5
1;1;0;0;0;359;6
3;3;0;0;0;359;7
11;11;0;0;0;360;1
2;2;0;0;0;360;2
2;2;1;0;0;360;4
1;1;0;0;0;360;6
4;4;3;0;1;360;7
24;24;2;1;0;361;1
3;3;0;0;0;361;3
10;10;0;0;0;361;4
1;1;0;0;0;361;6
4;4;0;0;0;361;7
29;30;1;0;0;362;1
2;2;1;0;0;362;2
6;6;0;0;0;362;4
1;1;0;0;0;362;5
12;12;2;0;0;362;7
1;1;0;0;0;362;8
6;6;0;0;0;363;1
2;2;0;0;0;363;2
3;3;0;0;0;363;3
24;24;2;0;0;363;4
7;7;2;0;0;363;7
16;16;1;0;0;364;1
3;3;2;0;0;364;2
1;1;0;0;0;364;3
30;30;0;0;0;364;4
1;1;0;0;0;364;5
3;3;0;0;0;364;7
5;6;1;0;0;365;1
1;1;0;0;0;365;2
2;2;0;0;0;365;3
23;23;2;0;1;365;4
2;2;0;0;0;365;6
4;4;0;0;0;365;7
3;3;0;0;0;366;1
1;1;1;0;0;366;2
1;1;0;0;0;366;3
4;4;1;0;0;366;4
2;2;0;0;0;366;8
3;3;0;0;0;367;1
7;7;1;0;0;367;4
1;1;1;0;1;367;7
1;1;0;0;0;367;8
3;3;1;0;0;368;1
3;3;0;0;0;368;2
6;6;1;0;0;368;4
5;5;3;0;0;368;7
7;7;2;0;0;369;1
12;12;3;1;1;369;4
1;1;0;0;0;369;6
3;3;0;0;0;369;7
1;1;0;0;0;369;8
1;1;0;0;0;370;1
1;2;0;0;0;370;2
8;8;1;0;0;370;4
2;3;0;0;0;370;7
2;2;1;1;1;371;1
2;2;0;0;0;371;2
11;11;0;0;0;371;4
2;2;0;0;0;371;6
1;2;0;0;0;371;7
1;1;0;0;0;371;8
3;3;1;0;0;372;1
3;3;1;0;1;372;2
15;15;2;1;0;372;4
1;1;0;0;0;372;6
3;4;0;0;0;372;7
1;1;0;0;0;372;8
1;1;1;0;0;373;1
2;2;0;0;0;373;2
1;1;0;0;0;373;3
9;9;0;0;0;373;4
1;1;0;0;0;373;6
1;1;1;0;0;373;7
4;4;0;0;0;374;1
15;15;0;0;0;374;4
3;3;1;0;0;374;6
13;13;1;0;0;374;7
1;1;0;0;0;375;2
8;8;1;0;0;375;4
1;1;0;0;0;375;6
6;6;1;0;0;375;7
3;3;0;0;0;376;2
10;10;1;0;0;376;4
3;3;0;0;0;376;6
4;6;0;0;0;376;7
2;2;0;0;0;376;8
3;3;0;0;0;377;1
6;6;0;0;0;377;4
1;1;0;0;0;377;5
6;6;0;0;0;377;7
3;3;0;0;0;378;2
11;11;1;0;0;378;4
8;8;0;0;0;378;5
4;4;1;0;0;378;6
65;65;1;0;0;378;7
1;1;0;0;0;378;8
1;1;1;1;0;379;1
1;1;0;0;0;379;2
8;8;1;0;0;379;4
18;19;0;0;0;379;7
1;1;0;0;0;380;2
0;1;0;0;0;380;3
2;2;1;1;0;380;5
1;1;1;0;0;380;7
1;1;0;0;0;380;8
1;1;0;0;0;381;4
1;1;0;0;0;381;7
1;1;0;0;0;382;2
10;10;1;0;1;382;4
2;2;1;0;0;382;7
1;1;1;0;0;383;1
1;1;0;0;0;383;2
1;1;1;0;0;383;3
4;4;0;0;0;383;4
1;2;1;0;0;383;7
